id
10
70
220
240
400
420
440
500
550
620
730
1250
3590
4000
8870
8930
22330
22380
32470
35140
48700
55230
72850
105600
107410
108600
113200
200260
203160
204360
205100
206440
207610
211820
212680
213670
218620
219150
219740
219990
220200
221380
223470
227300
233860
235460
238320
238460
239030
239140
242760
244210
246620
250320
250900
252490
253230
254700
255710
261030
262060
264710
268910
270880
274170
274190
282070
282140
284160
286160
286690
288160
292030
294100
304430
304930
307690
311690
312530
319630
322170
322330
323190
331470
346010
361420
362890
367520
374320
379720
383980
386940
387290
391220
391540
413150
418240
418370
420530
424840
427410
427520
433340
435150
447530
457140
460950
477160
489830
501300
504230
508440
516750
526870
531510
541570
546560
548430
552100
570940
588650
594570
597170
601150
602960
613100
620980
629730
632360
632470
635260
636480
644560
646570
648800
653530
667970
674940
683320
698780
700330
736260
739630
753640
774181
774801
782330
787480
787860
813780
814380
871720
881100
883710
892970
945360
960090
972660
976730
977950
990080
1040200
1055540
1057090
1082430
1086940
1089980
1092790
1113000
1118200
1144400
1145350
1145360
1150690
1167630
1174180
1196590
1206560
1211020
1217060
1222140
1229490
1230140
1237970
1240210
1245620
1259420
1262350
1284190
1288310
1289310
1290000
1304930
1313140
1332010
1366540
1388880
1392820
1426210
1449690
1454400
1562430
1562700
1568400
1584090
1593500
1623730
1625450
1669980
1671210
1687950
1771300
1794680
1817070
1817230
1868140
1903340
1920960
1931770
1942280
1966720
1989270
2001120
2050650
2124490
2134320
2142790
2212330
2215430
2231450
2263010
2313250
2358720
2378900
2379780
2420510
2527500
2592160
2593370
2709570
2835570
2881650
3070070
3146520
3164500
3241660
3405340
3419430
3489700
3527290
